0,1,"('Season', 'Season')","('Season title', 'Season title')","('Episodes', 'Episodes')","('Episodes', 'Episodes.1')","('Originally released', 'First released')","('Originally released', 'Last released')",Orig.,4Kids,No. in season,4Kids title Original Japanese & Funimation titles[14],Directed by,Written by,Rank[n 1] Rating,Original release date,English air date,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,4Kids title Original Japanese & Funimation titles[111],4Kids title/Funimation title Original Japanese title,4Kids title / Funimation title Original Japanese title,Unnamed: 8,4Kids title / Funimation title Original Japanese title[264],No. overall,Title [264],English air date [n 10],Unnamed: 7,Title,English air date [n 12],English air date [n 13],No.,Unnamed: 3,Volume,Volume.1,Volume.2,Episodes,Release date,Ref.,"('Volume', 'Volume')","('Volume', 'Volume.1')","('Volume', 'Volume.2')","('Release date', 'USA')","('Release date', 'Australia')","('ISBN', 'ISBN')","('Ref.', 'Ref.')","('Release date', 'UK')",vteOne Piece by Eiichiro Oda,vteOne Piece by Eiichiro Oda.1,vteOne Piece by Eiichiro Oda.2
,,,,,,,,,,4,,Directed by : Kōnosuke Uda Storyboarded by : Ken Koyama,Hirohiko Kamisaka,,"May 15, 2005[370][371]",,,,,,,,,,,232,,,,"""Galley-La Company! A Grand Sight: Dock #1!"" Transliteration: ""Garēra Kanpanī! Soukan ichiban Dokku"" (Japanese: ガレーラカンパニー!壮観一番ドック)",,"November 17, 2013",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,,Directed by : Hiroaki Miyamoto Storyboarded by : Kenji Yokoyama,Hirohiko Kamisaka,,"May 22, 2005[372][373]",,,,,,,,,,,233,,,,"""Pirate Abduction Incident! A Pirate Ship That Can Only Await Her End!"" Transliteration: ""Kaizoku yūkai jiken to shi o matsu dake no kaizokusen"" (Japanese: 海賊誘拐事件と死を待つだけの海賊船)",,"November 24, 2013",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6,,Hidehiko Kadota,Hirohiko Kamisaka,,"June 5, 2005[374]",,,,,,,,,,,234,,,,"""Rescuing Our Friend! Raid On the Franky House!"" Transliteration: ""Nakama kyūshutsu! Nagarikomi Furankī Hausu"" (Japanese: 仲間救出!殴りこみフランキーハウス)",,"December 1, 2013",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,,Katsumi Tokoro,Hirohiko Kamisaka,,"June 12, 2005[375][376]",,,,,,,,,,,235,,,,"""Big Fight Under the Moon! The Pirate Flag Flutters With Sorrow!"" Transliteration: ""Gekka no dai kenka! Kanashimi ni hirugaeru kaizoku hata!"" (Japanese: 月下の大喧嘩!哀しみに翻る海賊旗!)",,"January 5, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,,Munehisa Sakai,Hirohiko Kamisaka,,"June 19, 2005[377]",,,,,,,,,,,236,,,,"""Luffy vs. Usopp! Collision of Two Men's Pride!"" Transliteration: ""Rufi VS Usoppu! Butsukaru otoko no iji"" (Japanese: ルフィvsウソップ!ぶつかる男の意地)",,"January 12, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,9,,Yoko Ikeda,Hirohiko Kamisaka,,"July 3, 2005[378][379]",,,,,,,,,,,237,,,,"""Severe Shock Hits the City of Water! Iceberg Targeted!"" Transliteration: ""Gekishin mizu no miyako! Newareta Aisubāgu"" (Japanese: 激震水の都!狙われたアイスバーグ)",,"January 19, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,10,,Yoshio Mukainakano,Hirohiko Kamisaka,,"July 10, 2005[380]",,,,,,,,,,,238,,,,"""Gum-Gum Human vs. Fire-Breathing Cyborg!"" Transliteration: ""Gomugomu ningen VS hi o fuku kaizō ningen"" (Japanese: ゴムゴム人間VS火を吹く改造人間)",,"January 26, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,11,,Morio Hatano,Hirohiko Kamisaka,,"July 31, 2005[381][382]",,,,,,,,,,,239,,,,"""The Straw Hat Pirates Are the Culprits? The Protectors of the City of Water!"" Transliteration: ""Hannin wa mugiwara kaizokudan? Mizu no miyako no yōjinbo"" (Japanese: 犯人は麦わら海賊団?水の都の用心棒)",,"February 2, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,12,,Hiroaki Miyamoto,Hirohiko Kamisaka,,"August 7, 2005[383]",,,,,,,,,,,240,,,,"""Eternal Farewell? Nico Robin: The Woman Who Draws Darkness!"" Transliteration: ""Eien no wakare? Yami o hiku onna Niko Robin"" (Japanese: 永遠の別れ?闇を引く女ニコ·ロビン)",,"February 9, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,13,,Hidehiko Kadota,Hirohiko Kamisaka,,"August 14, 2005[384]",,,,,,,,,,,241,,,,"""Capture Robin! The Determination of the Straw Hats!"" Transliteration: ""Robin o tsukamaero! Mugiwara ichimi no ketsui"" (Japanese: ロビンを捕まえろ!麦わら一味の決意)",,"February 16, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,14,,Katsumi Tokoro,Hirohiko Kamisaka,,"August 21, 2005[385]",,,,,,,,,,,242,,,,"""Cannon Fire Is the Signal! CP9 Goes Into Action!"" Transliteration: ""Aizu wa hōgeki to tomo ni! Ugokidashita CP9"" (Japanese: 合図は砲撃と共に!動き出したCP9)",,"February 23, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,15,,Kōnosuke Uda,Hirohiko Kamisaka,,"September 4, 2005[386][387]",,,,,,,,,,,243,,,,"""CP9 Takes Off Their Masks! Their Shocking True Faces!"" Transliteration: ""Kamen o totta CP9! Sono odoroki no sugao"" (Japanese: 仮面を取ったCP9!その驚きの素顔)",,"March 2, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,16,,Munehisa Sakai,Hirohiko Kamisaka,,"September 11, 2005[388][389]",,,,,,,,,,,244,,,,"""Secret Bond! Iceberg and Franky!"" Transliteration: ""Hisometa kizuna! Aisubāgu to Furankī"" (Japanese: 秘めた絆!アイスバーグとフランキー)",,"March 9, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,17,,Hidehiko Kadota,Hirohiko Kamisaka,,"September 18, 2005[390]",,,,,,,,,,,245,,,,"""Come Back, Robin! Showdown With CP9!"" Transliteration: ""Kaette koi Robin! CP9 to no taiketsu!"" (Japanese: 帰って来いロビン!CP9との対決!)",,"March 16, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,18,,Yoko Ikeda,Hirohiko Kamisaka,,"October 23, 2005[391][392][n 14]",,,,,,,,,,,246,,,,"""The Straw Hat Pirates Annihilated? The Menace of the Leopard Model!"" Transliteration: ""Mugiwara kaizokudan zenmetsu? Moderu hyō no kyōi"" (Japanese: 麦わら海賊団全滅?モデル豹の脅威!)",,"March 23, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,19,,Morio Hatano,Hirohiko Kamisaka,,"October 30, 2005[393][394]",,,,,,,,,,,247,,,,"""The Man Who Is Loved Even by His Ship! Usopp's Tears!"" Transliteration: ""Fune kara mo aisareta otoko! Usoppu no namida!"" (Japanese: 船からも愛された男!ウソップの涙!)",,"March 30, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,20,,Hiroaki Miyamoto,Hirohiko Kamisaka,,"November 6, 2005[395][396]",,,,,,,,,,,248,,,,"""Franky's Past! The Day the Sea Train First Ran!"" Transliteration: ""Furankī no kako! Umi ressha ga hashitta hi"" (Japanese: フランキーの過去!海列車が走った日)",,"April 6, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,21,,Katsumi Tokoro,Hirohiko Kamisaka,,"November 13, 2005[397]",,,,,,,,,,,249,,,,"""Spandam's Scheme! The Day the Sea Train Shook!"" Transliteration: ""Supandamu no inbō! Umi ressha ga ureta hi"" (Japanese: スパンダムの陰謀!海列車が揺れた日)",,"April 13, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,22,,Ken Koyama,Hirohiko Kamisaka,,"November 27, 2005[398][399][n 15]",,,,,,,,,,,250,,,,"""The End of the Legendary Man! The Day the Sea Train Cried!"" Transliteration: ""Densetsu no otoko no saigo! Umi ressha ga naita hi"" (Japanese: 伝説の男の最期!海列車が泣いた日)",,"April 20, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,23,,Munehisa Sakai,Hirohiko Kamisaka,,"November 27, 2005[398][399][n 15]",,,,,,,,,,,251,,,,"""The Truth Behind Her Betrayal! Robin's Sorrowful Decision!"" Transliteration: ""Uragiri no shinsō! Robin no kanashiki ketsui!"" (Japanese: 裏切りの真相!ロビンの哀しき決意!)",,"April 27, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,24,,Directed by : Yukihiko Nakao Storyboarded by : Kenji Yokoyama,Hirohiko Kamisaka,,"December 4, 2005[400][401]",,,,,,,,,,,252,,,,"""The Steam Whistle Forces Friends Apart! The Sea Train Starts to Run!"" Transliteration: ""Nakama o hikihanasu kiteki! Hashiridasu umi ressha"" (Japanese: 仲間を引き離す汽笛!走り出す海列車)",,"May 4, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,25,,Yoko Ikeda,Hirohiko Kamisaka,,"December 11, 2005[402][403]",,,,,,,,,,,253,,,,"""Sanji Barges In! Sea Train Battle in the Storm!"" Transliteration: ""Sanji totsunyū! arashi no naka no umi ressha batoru!"" (Japanese: サンジ突入!嵐の中の海列車バトル!)",,"May 11, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26,,Morio Hatano,Hirohiko Kamisaka,,"January 22, 2006[404][405]",,,,,,,,,,,254,,,,"""Nami's Soul Cries Out! Straw Hat Luffy Makes a Comeback!"" Transliteration: ""Nami tamashii no sakebi! Mugiwara no Rufi fukukatsu!"" (Japanese: ナミ魂の叫び!麦わらのルフィ復活!)",,"May 18, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27,,Ken Koyama,Hirohiko Kamisaka,,"January 29, 2006[406][407]",,,,,,,,,,,255,,,,"""Another Sea Train? Rocketman Charges Forth!"" Transliteration: ""Mō hitotsu no umi ressha? Rokettoman shutsugeki"" (Japanese: もう一つの海列車?ロケットマン出撃)",,"May 25, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,28,,Hiroaki Miyamoto,Hirohiko Kamisaka,,"February 5, 2006[408][409]",,,,,,,,,,,256,,,,"""Rescue Our Friends! A Bond Among Foes Sworn with Fists!"" Transliteration: ""Nakama o sukue! Kobushi ni chikatta teki dōshi no kizuna!"" (Japanese: 仲間を救え!拳に誓った敵同士の絆!)",,"June 1, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,29,,Yukihiko Nakao,Hirohiko Kamisaka,,"February 26, 2006[410][411]",,,,,,,,,,,257,,,,"""Smash the Wave! Luffy and Zoro Use the Strongest Combo!"" Transliteration: ""Nami o sake! Rufi to Zoro no saikyō gattai waza"" (Japanese: 波を砕け!ルフィとゾロの最強合体技)",,"June 8, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,30,,Munehisa Sakai,Hirohiko Kamisaka,,"March 5, 2006[412]",,,,,,,,,,,258,,,,"""A Mysterious Man Appears?! His Name Is Sniperking!"" Transliteration: ""Nazo no otoko tōjō!? Sono na wa Sogekingu!"" (Japanese: 謎の男登場!?その名はそげキング!)",,"June 15, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,31,,Ken Koyama,Hirohiko Kamisaka,,"March 12, 2006[413][414]",,,,,,,,,,,259,,,,"""Showdown Between Cooks! Sanji vs. Ramen Kenpo"" Transliteration: ""Kokku taiketsu! Sanji VS Rāmen kenpō"" (Japanese: コック対決!サンジVSラーメン拳法)",,"June 22, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,32,,Yoko Ikeda,Hirohiko Kamisaka,,"March 19, 2006[415]",,,,,,,,,,,260,,,,"""Rooftop Duel! Franky vs. Nero"" Transliteration: ""yane no ue no kettō! Furankī VS Nero"" (Japanese: 屋根の上の決闘!フランキーVSネロ)",,"June 29, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,33,,Directed by : Morio Hatano Storyboarded by : Makiko Orimoto,Hirohiko Kamisaka,,"April 2, 2006[416][n 16]",,,,,,,,,,,261,,,,"""Clash! Demon-Slasher Zoro vs. Ship-Slasher T-Bone!"" Transliteration: ""Gekitotsu! Onigiri Zoro VS funegiri T Bōn"" (Japanese: 激突!鬼斬りゾロVS船斬りTボーン)",,"July 6, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,34,,Yukihiko Nakao,Hirohiko Kamisaka,,"April 16, 2006[417][418]",,,,,,,,,,,262,,,,"""Scramble over Robin! A Cunning Plan by Sniperking!!"" Transliteration: ""Robin sōdatsusen! Sogekingu no kisaku!!"" (Japanese: ロビン争奪戦!そげキングの奇策!!)",,"July 13, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,35,,Hiroaki Miyamoto,Hirohiko Kamisaka,,"April 30, 2006[419]",,,,,,,,,,,263,,,,"""The Judicial Island! Full View of Enies Lobby!"" Transliteration: ""Shihō no shima! Eniesu Robī no zenbō"" (Japanese: 司法の島!エニエス·ロビーの全貌!)",,"July 20, 2014",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"July 26, 1998",,,,,,,,,,,,,,,"""Defeat! Gyanzack the Pirate!""[420][n 17] Transliteration: ""Taose! Kaizoku Gyanzakku"" (Japanese: 倒せ!海賊ギャンザック)",,,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Whilst running low on food supplies, Luffy, Zoro and Nami are suddenly attacked by a strange sea creature who destroys their boat and captures Nami. Washing up on a nearby island, Luffy and Zoro meet a girl named Medaka, learning from her grandfather that her father, along with many others in the islands village, have been captured by the pirate Gyanzack, who is forcing them to build a huge cannon. With the incentive of food, Luffy and Zoro attack Gyanzack's hideout, only to wind up captured. However, their attempts inspire the villagers to fight back, allowing Nami to spring Luffy and Zoro free. Gyanzack soon attempts to flee on his ship, using his new cannon to bomb the island, but the combined efforts of Luffy, Zoro, Nami and Medaka put a stop to his plan. Note: This OVA was produced by Production I.G and features a different voice cast from the television series.",,,,,,,,,,,,,,,"Whilst running low on food supplies, Luffy, Zoro and Nami are suddenly attacked by a strange sea creature who destroys their boat and captures Nami. Washing up on a nearby island, Luffy and Zoro meet a girl named Medaka, learning from her grandfather that her father, along with many others in the islands village, have been captured by the pirate Gyanzack, who is forcing them to build a huge cannon. With the incentive of food, Luffy and Zoro attack Gyanzack's hideout, only to wind up captured. However, their attempts inspire the villagers to fight back, allowing Nami to spring Luffy and Zoro free. Gyanzack soon attempts to flee on his ship, using his new cannon to bomb the island, but the combined efforts of Luffy, Zoro, Nami and Medaka put a stop to his plan. Note: This OVA was produced by Production I.G and features a different voice cast from the television series.",,,"Whilst running low on food supplies, Luffy, Zoro and Nami are suddenly attacked by a strange sea creature who destroys their boat and captures Nami. Washing up on a nearby island, Luffy and Zoro meet a girl named Medaka, learning from her grandfather that her father, along with many others in the islands village, have been captured by the pirate Gyanzack, who is forcing them to build a huge cannon. With the incentive of food, Luffy and Zoro attack Gyanzack's hideout, only to wind up captured. However, their attempts inspire the villagers to fight back, allowing Nami to spring Luffy and Zoro free. Gyanzack soon attempts to flee on his ship, using his new cannon to bomb the island, but the combined efforts of Luffy, Zoro, Nami and Medaka put a stop to his plan. Note: This OVA was produced by Production I.G and features a different voice cast from the television series.","Whilst running low on food supplies, Luffy, Zoro and Nami are suddenly attacked by a strange sea creature who destroys their boat and captures Nami. Washing up on a nearby island, Luffy and Zoro meet a girl named Medaka, learning from her grandfather that her father, along with many others in the islands village, have been captured by the pirate Gyanzack, who is forcing them to build a huge cannon. With the incentive of food, Luffy and Zoro attack Gyanzack's hideout, only to wind up captured. However, their attempts inspire the villagers to fight back, allowing Nami to spring Luffy and Zoro free. Gyanzack soon attempts to flee on his ship, using his new cannon to bomb the island, but the combined efforts of Luffy, Zoro, Nami and Medaka put a stop to his plan. Note: This OVA was produced by Production I.G and features a different voice cast from the television series.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece1,1–4,"February 21, 2001",[422],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece2,5–8,"February 21, 2001",[423],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece3,9–12,"March 21, 2001",[424],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece4,13–16,"April 18, 2001",[425],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece5,17–20,"May 23, 2001",[426],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece6,21–24,"June 20, 2001",[427],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece7,25–28,"July 18, 2001",[428],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece8,29–32,"August 22, 2001",[429],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece9,33–36,"September 19, 2001",[430],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece10,37–40,"October 24, 2001",[431],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece11,41–44,"November 21, 2001",[432],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece12,45–48,"December 19, 2001",[433],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece13,49–52,"January 17, 2002",[434],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece14,53–56,"February 14, 2002",[435],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHS ONEPIECE,piece15,57–61,"March 20, 2002",[436],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グランドライン突入篇,piece1,62–64,"April 3, 2002",[437],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グランドライン突入篇,piece2,65–67,"May 2, 2002",[438],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グランドライン突入篇,piece3,68–70,"June 5, 2002",[439],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グランドライン突入篇,piece4,71–73,"July 3, 2002",[440],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グランドライン突入篇,piece5,74–77,"August 7, 2002",[441],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,チョッパー登場冬島篇,piece1,78–80,"September 4, 2002",[442],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,チョッパー登場冬島篇,piece2,81–83,"October 2, 2002",[443],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,チョッパー登場冬島篇,piece3,84–86,"November 7, 2002",[444],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,チョッパー登場冬島篇,piece4,87–89,"December 4, 2002",[445],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,チョッパー登場冬島篇,piece5,90–92,"January 8, 2003",[446],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.01,1–4,"February 21, 2001",[447],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.02,5–8,"February 21, 2001",[448],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.03,9–12,"March 22, 2001",[449],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.04,13–16,"April 18, 2001",[450],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.05,17–20,"May 23, 2001",[451],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.06,21–24,"June 20, 2001",[452],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.07,25–28,"July 18, 2001",[453],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.08,29–32,"August 22, 2001",[454],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.09,33–36,"September 19, 2001",[455],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.10,37–40,"October 24, 2001",[456],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.11,41–44,"November 21, 2001",[457],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.12,45–48,"December 19, 2001",[458],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.13,49–52,"January 17, 2002",[459],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.14,53–56,"February 14, 2002",[460],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE PIECE ワンピース,piece.15,57–61,"March 20, 2002",[461],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ndシーズン グランドライン突入篇,piece.01,62–64,"April 3, 2002",[462],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ndシーズン グランドライン突入篇,piece.02,65–67,"May 2, 2002",[463],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ndシーズン グランドライン突入篇,piece.03,68–70,"June 5, 2002",[464],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ndシーズン グランドライン突入篇,piece.04,71–73,"July 3, 2002",[465],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ndシーズン グランドライン突入篇,piece.05,74–76,"August 7, 2002",[466],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rdシーズン チョッパー登場 冬島篇,piece.01,77–79,"September 4, 2002",[467],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rdシーズン チョッパー登場 冬島篇,piece.02,80–82,"October 2, 2002",[468],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rdシーズン チョッパー登場 冬島篇,piece.03,83–85,"November 7, 2002",[469],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rdシーズン チョッパー登場 冬島篇,piece.04,86–88,"December 4, 2002",[470],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rdシーズン チョッパー登場 冬島篇,piece.05,89–91,"January 8, 2003",[471],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ上陸篇,Piece.01,92–94,"February 5, 2003",[472],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ上陸篇,Piece.02,95–97,"March 5, 2003",[473],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ上陸篇,Piece.03,98–100,"April 2, 2003",[474],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ上陸篇,Piece.04,101–103,"May 8, 2003",[475],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ上陸篇,Piece.05,104–106,"June 4, 2003",[476],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ上陸篇,Piece.06,107–109,"July 2, 2003",[477],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.01,110–112,"August 6, 2003",[478],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.02,113–115,"September 3, 2003",[479],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.03,116–118,"October 1, 2003",[480],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.04,119–121,"November 6, 2003",[481],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.05,122–124,"December 3, 2003",[482],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.06,125–127,"January 7, 2004",[483],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4thシーズン アラバスタ激闘篇,piece.07,128–130,"February 4, 2004",[484],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5thシーズン ドリームス!前篇,piece.01 『Dreams！』前編,131–132,"March 3, 2004",[485][486],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5thシーズン ドリームス!前篇,piece.02 『Dreams！』後編,133–135,"April 7, 2004",[487],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5thシーズン ドリームス!前篇,piece.03 『出撃ゼニィ海賊団』編,136–138,"May 12, 2004",[488],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5thシーズン ドリームス!前篇,piece.04 『虹の彼方へ』前編,139–140,"June 2, 2004",[489],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5thシーズン ドリームス!前篇,piece.05 『虹の彼方へ』後編,141–143,"July 7, 2004",[490],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6thシーズン 空島·スカイピア篇,piece.01,144–146,"August 4, 2004",[491],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6thシーズン 空島·スカイピア篇,piece.02,147–149,"September 1, 2004",[492],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6thシーズン 空島·スカイピア篇,piece.03,150–152,"October 6, 2004",[493],,,,,,,,,,,
